id,name,url,slug,description
78CACCFF-D771-4C13-B71F-0935802718D2,Active,https://www.urbanadventures.com/en/active,/active,
D8354748-72F6-4DE7-93E3-ED68DBE6F818,Art & Culture & History,https://www.urbanadventures.com/en/art-culture-history,/art-culture-history,
8AF661D7-0445-4C05-8149-6748FE934C2D,City Highlights,https://www.urbanadventures.com/en/city-highlights,/city-highlights,
E2CDF7D3-033E-45C7-9C88-EE7009013BE2,Food & Drink,https://www.urbanadventures.com/en/food-drink,/food-drink,
F17B5B72-FF7C-4E13-A5AA-62990DD2AF50,Off The Beaten Path,https://www.urbanadventures.com/en/off-the-beaten-path,/off-the-beaten-path,
154F0507-B26F-47A7-A7C2-168FEDD06B36,Social Impact,https://www.urbanadventures.com/en/social-impact,/social-impact,
1F137097-5A3E-4F02-BCA2-118972BE3997,Private,https://www.urbanadventures.com/en/private,/private,
F6767FCF-D80D-492A-B9DF-DCB88E5F9111,Featured Products,https://www.urbanadventures.com/en/featured-products,/featured-products,
